system   D            wsystem.c:583  maybe_parent_dir                 [   0.00063] Also searching C:\Users\JuanPablo\documents\visual studio 2013\Projects\adventureshire\
display  D   display_settings.c:191  debug_display_settings           [   0.03997] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.03999] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.04001] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.04002] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.04004] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.04006] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.04007] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.04009] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.04011] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.04012] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.04014] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.04016] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.04017] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.04019] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.04021] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.04022] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.04024] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.04026] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.04028] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.04030] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.04032] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.04034] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.04035] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.04037] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.04039] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 2/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.04040] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.04042] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 3/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.04044] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.04045] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 4/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.04047] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.04050] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 5/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.04051] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.04053] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 6/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.04055] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.04056] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 7/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.04058] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.04060] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 8/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.04061] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.04063] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.04065] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.04066] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.04068] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.04070] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.04071] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.04073] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.04075] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.04076] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.04079] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.04080] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.04082] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.04084] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.04086] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.04088] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.04090] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.04091] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.04093] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.04095] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.04096] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.04098] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.04100] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.04101] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.04103] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.04105] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.04107] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.04108] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.04110] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.04112] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.04114] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.04115] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.04117] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.04119] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.04121] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.04123] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.04125] Single Buffer requirement not met.
d3d      D         d3d_disp.cpp:1645 d3d_create_display_internals     [   0.04133] Trying format 0.
d3d      I         d3d_disp.cpp:1326 d3d_display_thread_proc          [   0.04190] Chose a display format: 23
d3d      I         d3d_disp.cpp:1395 d3d_display_thread_proc          [   0.04195] Normal window.
d3d      I         d3d_disp.cpp:801  d3d_create_device                [   0.05434] Using no depth stencil buffer
d3d      D         d3d_disp.cpp:866  d3d_create_device                [   0.08758] BeginScene succeeded in create_device
d3d      D         d3d_disp.cpp:874  d3d_create_device                [   0.08763] Success
d3d      D         d3d_disp.cpp:1668 d3d_create_display_internals     [   0.08768] Resumed after wait.
d3d      I         d3d_disp.cpp:1701 d3d_create_display_internals     [   0.08780] Format 0 succeeded.
d3d      D         d3d_disp.cpp:1724 d3d_create_display_internals     [   0.08784] Returning d3d_display: 0075D3C0
d3d      D         d3d_disp.cpp:1749 d3d_create_display_locked        [   0.08786] al_display=0075D3C0
d3d      D         d3d_disp.cpp:1750 d3d_create_display_locked        [   0.08788] al_display->vt=0075D2F8
audio-dsound D           dsound.cpp:244  _dsound_open                     [   0.09114] Loading DirectSound module
system   D            wsystem.c:583  maybe_parent_dir                 [   0.09133] Also searching C:\Users\JuanPablo\documents\visual studio 2013\Projects\adventureshire\
system   D            wsystem.c:633  _al_win_safe_load_library        [   0.09160] PathFindOnPath found: C:\Windows\system32\dsound.dll
system   D            wsystem.c:544  load_library_at_path             [   0.09162] Calling LoadLibrary C:\Windows\system32\dsound.dll
system   I            wsystem.c:547  load_library_at_path             [   0.09288] Loaded C:\Windows\system32\dsound.dll
audio-dsound I           dsound.cpp:261  _dsound_open                     [   0.09294] Starting DirectSound...
audio-dsound D           dsound.cpp:271  _dsound_open                     [   0.12104] DirectSoundCreate8 succeeded
audio    I              audio.c:288  do_install_audio                 [   0.12289] Using DirectSound driver
dtor     D               dtor.c:184  _al_register_destructor          [   0.12297] added dtor for object 03FD71F8, func 0F9A27A7
dtor     D               dtor.c:184  _al_register_destructor          [   0.12299] added dtor for object 03FCE470, func 0F9A24D2
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.12523] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.12525] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.12527] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.12528] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.12529] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.12531] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.12532] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.12534] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.12535] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   0.12536] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   0.12538] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   0.12539] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   0.12541] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.12681] added dtor for object 03FD27C8, func 0F9A2595
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.13518] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.13521] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.15068] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.15071] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.15073] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.15075] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.15077] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.15079] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.15082] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.15084] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.15086] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   0.15088] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   0.15091] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   0.15094] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   0.15096] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.15404] added dtor for object 0401A3B0, func 0F9A2595
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.17696] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.17700] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.21989] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.21992] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.21994] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.21995] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.21997] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.21998] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.21999] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.22001] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.22002] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   0.22004] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   0.22005] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   0.22007] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   0.22008] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.22355] added dtor for object 0401EBB0, func 0F9A2595
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.22723] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.22726] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.23652] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.23655] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.32508] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.32512] _al_d3d_sync_bitmap (video) ref count == 1
audio-dsound D           dsound.cpp:306  _dsound_allocate_voice           [   0.34467] Allocating voice
audio-dsound D           dsound.cpp:365  _dsound_allocate_voice           [   0.34471] Allocated voice
dtor     D               dtor.c:184  _al_register_destructor          [   0.34473] added dtor for object 03FF8C30, func 0F9A2513
dtor     D               dtor.c:184  _al_register_destructor          [   0.34476] added dtor for object 0401DD70, func 0F9A2919
audio-dsound D           dsound.cpp:462  _dsound_start_voice              [   0.34479] Starting voice
audio-dsound D           dsound.cpp:491  _dsound_start_voice              [   0.34480] CreateSoundBuffer
audio-dsound D           dsound.cpp:500  _dsound_start_voice              [   0.34610] CreateSoundBuffer succeeded
audio-dsound D           dsound.cpp:506  _dsound_start_voice              [   0.34614] Starting _dsound_update thread
audio-dsound I           dsound.cpp:516  _dsound_start_voice              [   0.34623] Voice started
dtor     D               dtor.c:184  _al_register_destructor          [   0.34657] added dtor for object 0401E7A8, func 0F9A23F1
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.34664] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.34666] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.34668] 
dtor     D               dtor.c:184  _al_register_destructor          [   0.34672] added dtor for object 0411D778, func 0F9A23F1
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.34675] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.34678] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.34679] 
acodec   I                ogg.c:202  _al_load_ogg_vorbis              [   0.34685] Loading sample assets/03-TheScummBar.ogg.
acodec   D                ogg.c:261  _al_load_ogg_vorbis_f            [   0.34941] channels 2
acodec   D                ogg.c:262  _al_load_ogg_vorbis_f            [   0.34942] word_size 2
acodec   D                ogg.c:263  _al_load_ogg_vorbis_f            [   0.34944] rate 44100
acodec   D                ogg.c:264  _al_load_ogg_vorbis_f            [   0.34945] total_samples 6093551
acodec   D                ogg.c:265  _al_load_ogg_vorbis_f            [   0.34947] total_size 24374204
dtor     D               dtor.c:184  _al_register_destructor          [   1.94599] added dtor for object 0401E348, func 0F9A237E
dtor     D               dtor.c:184  _al_register_destructor          [   1.94606] added dtor for object 03FF37A0, func 0F9A23F1
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   1.94609] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   1.94611]  0.707107 0.000000
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   1.94613]  0.000000 0.707107
font     D                ttf.c:792  al_load_ttf_font_stretch_f       [   1.94653] Font assets/ONESIZE_.ttf loaded with pixel size 0 x 18.
font     D                ttf.c:794  al_load_ttf_font_stretch_f       [   1.94655]     ascent=14.0, descent=-5.0, height=18.0
dtor     D               dtor.c:184  _al_register_destructor          [   1.94660] added dtor for object 03FEFB18, func 0F9A1B3B
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.98127] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.98130] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.98131] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.98133] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.98135] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.98136] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.98138] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.98139] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.98141] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   1.98142] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   1.98144] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   1.98146] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   1.98147] Chose bitmap format 9
font     D                ttf.c:217  alloc_glyph_region               [   1.98518] Glyph 50: 11x13 (12x16)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   1.98546] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   1.98548] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   1.98685] Glyph 83: 11x13 (12x16)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   1.98710] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   1.98713] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   1.98775] Glyph 72: 11x10 (12x12)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   1.98797] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   1.98801] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   1.98855] Glyph 81: 11x10 (12x12)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   1.98876] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   1.98878] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   1.98950] Glyph 38: 11x13 (12x16)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   1.98973] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   1.98976] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   1.99038] Glyph 79: 7x13 (8x16)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   1.99057] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   1.99060] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   1.99113] Glyph 82: 11x10 (12x12)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   1.99134] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   1.99138] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   1.99205] Glyph 86: 11x10 (12x12)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   1.99226] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   1.99228] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   1.99278] Glyph 51: 11x13 (12x16)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   1.99298] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   1.99300] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   1.99346] Glyph 88: 11x10 (12x12)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   1.99365] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   1.99367] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   1.99409] Glyph 75: 11x13 (12x16)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   1.99429] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   1.99431] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   1.99484] Glyph 58: 13x13 (16x16)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   1.99503] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   1.99505] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   1.99549] Glyph 68: 11x10 (12x12)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   1.99569] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   1.99570] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   1.99615] Glyph 78: 11x13 (12x16)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   1.99635] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   1.99637] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:406  cache_glyph                      [   1.99680] Glyph 3 has zero size.
font     D                ttf.c:217  alloc_glyph_region               [   1.99687] Glyph 87: 10x13 (12x16)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   1.99706] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   1.99708] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   1.99751] Glyph 76: 5x13 (8x16)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   1.99771] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   1.99773] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   1.99817] Glyph 70: 11x10 (12x12)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   1.99836] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   1.99838] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   1.99886] Glyph 55: 11x13 (12x16)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   1.99905] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   1.99908] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   1.99962] Glyph 42: 11x13 (12x16)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   1.99982] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   1.99984] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   2.00053] Glyph 89: 11x10 (12x12)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   2.00076] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   2.00079] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   2.00162] Glyph 56: 11x13 (12x16)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   2.00184] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   2.00187] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   2.00257] Glyph 47: 11x13 (12x16)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   2.00284] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   2.00287] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   2.00370] Glyph 85: 11x10 (12x12)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   2.00394] _al_d3d_sync_bitmap (system) ref count == 1
